player1,player2,player1score,player2score
Tit_for_tat,Tit_for_tat,104.7,105.7
Tit_for_tat,Always_cooperate,300.2,222.7
Tit_for_tat,Always_defect,99.2,103.2
Tit_for_tat,Tit_for_two_tats,152.5,137.5
Tit_for_tat,Random,205.1,176.6
Tit_for_tat,Alternator,230.2,191.2
Tit_for_tat,Not_nice_tit_for_tat,102.7,105.7
Tit_for_tat,Grim_Trigger,104.1,105.6
Tit_for_tat,Pavlov,206.1,172.6
Tit_for_tat,Prober,105.8,106.8
Tit_for_tat,Tester,109.2,108.7
Tit_for_tat,Joss,111.7,113.7
Tit_for_tat,Soft_Majority,145.3,128.3
Tit_for_tat,Adaptive_Tit_For_Tat,113.0,114.5
Tit_for_tat,Punisher,102.2,105.2
Tit_for_tat,Extortioner,189.7,158.2
Tit_for_tat,Retaliator,105.1,107.1
Tit_for_tat,Spiteful,100.5,104.5
Tit_for_tat,Windowed_Forgiveness_TFT,116.0,114.0
Tit_for_tat,Generous_TFT,201.5,169.0
Tit_for_tat,Predictive_Mirror,119.3,116.3
Tit_for_tat,Gradual_Retaliator,104.2,106.2
Tit_for_tat,NicerTester,114.3,111.3
Tit_for_tat,Adaptive_Tit_For_Tat_10,109.5,111.0
Always_cooperate,Always_cooperate,270.7,280.7
Always_cooperate,Always_defect,17.7,429.2
Always_cooperate,Tit_for_two_tats,265.9,277.4
Always_cooperate,Random,158.0,339.0
Always_cooperate,Alternator,144.9,354.4
Always_cooperate,Not_nice_tit_for_tat,217.9,307.4
Always_cooperate,Grim_Trigger,33.6,410.6
Always_cooperate,Pavlov,133.6,357.1
Always_cooperate,Prober,223.4,305.9
Always_cooperate,Tester,45.3,409.3
Always_cooperate,Joss,213.8,314.3
Always_cooperate,Soft_Majority,265.0,285.5
Always_cooperate,Adaptive_Tit_For_Tat,222.3,300.3
Always_cooperate,Punisher,171.9,338.9
Always_cooperate,Extortioner,108.3,373.3
Always_cooperate,Retaliator,189.8,320.3
Always_cooperate,Spiteful,21.0,416.0
Always_cooperate,Windowed_Forgiveness_TFT,242.5,299.0
Always_cooperate,Generous_TFT,240.2,291.7
Always_cooperate,Predictive_Mirror,219.5,307.5
Always_cooperate,Gradual_Retaliator,188.9,324.9
Always_cooperate,NicerTester,25.6,423.1
Always_cooperate,Adaptive_Tit_For_Tat_10,228.2,308.2
Always_defect,Always_defect,100.0,100.0
Always_defect,Tit_for_two_tats,106.8,98.3
Always_defect,Random,263.2,59.2
