player1,player2,player1score,player2score
Tit_for_tat,Tit_for_tat,138.9,139.9
Tit_for_tat,Always_cooperate,304.0,281.0
Tit_for_tat,Always_defect,99.1,103.6
Tit_for_tat,Tit_for_two_tats,301.5,281.0
Tit_for_tat,Random,224.1,215.1
Tit_for_tat,Alternator,242.3,235.8
Tit_for_tat,Not_nice_tit_for_tat,144.0,147.5
Tit_for_tat,Grim_Trigger,129.8,131.8
Tit_for_tat,Pavlov,210.2,206.7
Tit_for_tat,Prober,121.8,125.3
Tit_for_tat,Tester,150.8,149.8
Tit_for_tat,Joss,119.3,122.8
Tit_for_tat,Soft_Majority,285.1,260.6
Tit_for_tat,Adaptive_Tit_For_Tat,306.3,277.8
Tit_for_tat,Punisher,102.9,107.4
Tit_for_tat,Extortioner,197.2,192.7
Tit_for_tat,Retaliator,127.0,129.0
Tit_for_tat,Spiteful,107.5,111.5
Tit_for_tat,Windowed_Forgiveness_TFT,204.2,196.2
Tit_for_tat,Generous_TFT,258.2,247.2
Tit_for_tat,Predictive_Mirror,148.5,149.5
Tit_for_tat,Gradual_Retaliator,116.3,116.8
Tit_for_tat,NicerTester,172.4,172.4
Tit_for_tat,Adaptive_Tit_For_Tat_10,144.6,143.6
Always_cooperate,Always_cooperate,292.2,296.2
Always_cooperate,Always_defect,3.9,484.4
Always_cooperate,Tit_for_two_tats,292.0,296.5
Always_cooperate,Random,148.1,387.1
Always_cooperate,Alternator,149.2,389.7
Always_cooperate,Not_nice_tit_for_tat,277.3,303.3
Always_cooperate,Grim_Trigger,61.1,448.6
Always_cooperate,Pavlov,105.6,417.6
Always_cooperate,Prober,276.6,308.1
Always_cooperate,Tester,11.9,472.9
Always_cooperate,Joss,251.7,322.7
Always_cooperate,Soft_Majority,291.8,297.8
Always_cooperate,Adaptive_Tit_For_Tat,297.2,291.7
Always_cooperate,Punisher,262.7,318.7
Always_cooperate,Extortioner,103.2,417.7
Always_cooperate,Retaliator,269.2,311.2
Always_cooperate,Spiteful,5.3,478.8
Always_cooperate,Windowed_Forgiveness_TFT,286.5,301.5
Always_cooperate,Generous_TFT,286.3,300.3
Always_cooperate,Predictive_Mirror,285.1,303.1
Always_cooperate,Gradual_Retaliator,270.5,310.0
Always_cooperate,NicerTester,12.8,478.3
Always_cooperate,Adaptive_Tit_For_Tat_10,279.0,304.0
Always_defect,Always_defect,100.0,100.0
Always_defect,Tit_for_two_tats,107.2,98.2
Always_defect,Random,302.8,49.3
Always_defect,Alternator,284.8,53.8
Always_defect,Not_nice_tit_for_tat,100.0,100.0
Always_defect,Grim_Trigger,103.6,99.1
Always_defect,Pavlov,295.6,51.1
Always_defect,Prober,103.6,99.1
Always_defect,Tester,108.0,98.0
Always_defect,Joss,104.0,99.0
Always_defect,Soft_Majority,104.0,99.0
Always_defect,Adaptive_Tit_For_Tat,481.6,4.6
Always_defect,Punisher,103.2,99.2
Always_defect,Extortioner,227.2,68.2
Always_defect,Retaliator,103.6,99.1
Always_defect,Spiteful,100.0,100.0
Always_defect,Windowed_Forgiveness_TFT,104.0,99.0
Always_defect,Generous_TFT,186.8,78.3
Always_defect,Predictive_Mirror,111.6,97.1
Always_defect,Gradual_Retaliator,103.6,99.1
Always_defect,NicerTester,111.6,97.1
Always_defect,Adaptive_Tit_For_Tat_10,108.8,97.8
Tit_for_two_tats,Tit_for_two_tats,297.8,291.8
Tit_for_two_tats,Random,184.4,299.4
Tit_for_two_tats,Alternator,156.2,367.2
Tit_for_two_tats,Not_nice_tit_for_tat,263.6,290.6
Tit_for_two_tats,Grim_Trigger,129.8,137.8
Tit_for_two_tats,Pavlov,171.2,273.7
Tit_for_two_tats,Prober,262.5,293.5
Tit_for_two_tats,Tester,119.0,133.5
Tit_for_two_tats,Joss,219.5,266.5
Tit_for_two_tats,Soft_Majority,299.3,290.8
Tit_for_two_tats,Adaptive_Tit_For_Tat,299.2,290.2
Tit_for_two_tats,Punisher,139.4,148.9
Tit_for_two_tats,Extortioner,168.7,310.7
Tit_for_two_tats,Retaliator,150.0,185.5
Tit_for_two_tats,Spiteful,98.3,106.8
Tit_for_two_tats,Windowed_Forgiveness_TFT,280.8,293.3
Tit_for_two_tats,Generous_TFT,284.6,297.1
Tit_for_two_tats,Predictive_Mirror,253.6,271.1
Tit_for_two_tats,Gradual_Retaliator,139.2,167.7
Tit_for_two_tats,NicerTester,120.2,135.2
Tit_for_two_tats,Adaptive_Tit_For_Tat_10,282.7,303.7
Random,Random,227.2,221.2
Random,Alternator,216.4,219.4
Random,Not_nice_tit_for_tat,207.8,217.8
Random,Grim_Trigger,59.8,286.3
Random,Pavlov,226.4,214.9
Random,Prober,172.4,249.9
Random,Tester,123.0,263.0
Random,Joss,195.1,228.1
Random,Soft_Majority,174.9,235.4
Random,Adaptive_Tit_For_Tat,390.9,147.9
Random,Punisher,127.6,247.1
Random,Extortioner,164.6,243.6
Random,Retaliator,154.6,239.6
Random,Spiteful,52.2,291.2
Random,Windowed_Forgiveness_TFT,236.6,214.1
Random,Generous_TFT,248.8,215.3
Random,Predictive_Mirror,219.5,225.0
Random,Gradual_Retaliator,160.2,250.7
Random,NicerTester,103.9,265.9
Random,Adaptive_Tit_For_Tat_10,232.0,215.0
Alternator,Alternator,195.6,198.6
Alternator,Not_nice_tit_for_tat,231.4,246.4
Alternator,Grim_Trigger,58.8,284.8
Alternator,Pavlov,224.4,217.9
Alternator,Prober,218.0,250.5
Alternator,Tester,234.2,239.7
Alternator,Joss,218.7,248.7
Alternator,Soft_Majority,117.4,271.9
Alternator,Adaptive_Tit_For_Tat,391.5,146.5
Alternator,Punisher,142.4,267.9
Alternator,Extortioner,169.9,238.4
Alternator,Retaliator,57.4,289.9
Alternator,Spiteful,53.3,286.8
Alternator,Windowed_Forgiveness_TFT,239.3,239.8
Alternator,Generous_TFT,270.4,223.4
Alternator,Predictive_Mirror,239.0,241.0
Alternator,Gradual_Retaliator,59.1,287.6
Alternator,NicerTester,61.7,287.2
Alternator,Adaptive_Tit_For_Tat_10,245.3,233.8
Not_nice_tit_for_tat,Not_nice_tit_for_tat,100.0,100.0
Not_nice_tit_for_tat,Grim_Trigger,102.7,102.7
Not_nice_tit_for_tat,Pavlov,202.8,192.8
Not_nice_tit_for_tat,Prober,137.3,136.8
Not_nice_tit_for_tat,Tester,155.4,149.4
Not_nice_tit_for_tat,Joss,117.0,116.0
Not_nice_tit_for_tat,Soft_Majority,103.0,103.0
Not_nice_tit_for_tat,Adaptive_Tit_For_Tat,306.7,276.7
Not_nice_tit_for_tat,Punisher,101.5,101.5
Not_nice_tit_for_tat,Extortioner,201.2,188.7
Not_nice_tit_for_tat,Retaliator,102.8,102.3
Not_nice_tit_for_tat,Spiteful,100.0,100.0
